home-name,away-name,home-result,away-result,home-win,away-win,home-odds-avg,home-odds-max,draw-odds-avg,draw-odds-max,away-odds-avg,away-odds-max
Leicester,Southampton,1,2,False,True,0.78,0.92,3.08,3.2,3.34,3.6
Fulham,Brentford,3,2,True,False,1.68,1.75,2.39,2.49,1.72,1.8
Everton,Nottingham,1,1,False,False,0.91,0.99,2.52,2.7,3.34,3.62
Crystal Palace,Aston Villa,3,1,True,False,1.49,1.56,2.21,2.28,2.09,2.23
Bournemouth,Arsenal,0,3,False,True,6.48,7.19,3.73,3.9,0.45,0.48
West Ham,Brighton,0,2,False,True,1.51,1.6,2.38,2.5,1.93,2.24
Leeds,Chelsea,3,0,True,False,4.97,5.3,3.61,3.84,0.53,0.57
Newcastle,Manchester City,3,3,False,False,5.92,6.5,3.92,4.2,0.46,0.48
Manchester Utd,Liverpool,2,1,True,False,3.65,3.83,3.38,3.6,0.69,0.74
Southampton,Manchester Utd,0,1,False,True,2.74,3.3,2.93,3.1,0.95,1.07
Manchester City,Crystal Palace,4,2,True,False,0.2,0.2,6.54,7.0,14.39,16.79
Liverpool,Bournemouth,9,0,True,False,0.15,0.16,8.04,10.0,17.76,22.0
Chelsea,Leicester,2,1,True,False,0.41,0.45,4.09,4.35,6.75,7.5
Brighton,Leeds,1,0,True,False,0.76,0.92,2.9,3.0,3.78,4.25
Brentford,Everton,1,1,False,False,1.1,1.19,2.45,2.6,2.72,2.91
Arsenal,Fulham,2,1,True,False,0.39,0.42,4.38,4.8,6.68,8.5
Wolves,Newcastle,1,1,False,False,1.54,1.7,2.32,2.46,1.92,2.0
Aston Villa,West Ham,0,1,False,True,1.13,1.23,2.45,2.62,2.65,2.81
Nottingham,Tottenham,0,2,False,True,5.87,6.53,3.77,4.05,0.47,0.51
Fulham,Brighton,2,1,True,False,2.33,2.45,2.27,2.34,1.33,1.44
Crystal Palace,Brentford,1,1,False,False,1.09,1.16,2.46,2.6,2.72,2.94
Southampton,Chelsea,2,1,True,False,4.16,4.57,3.11,3.27,0.67,0.71
Leeds,Everton,1,1,False,False,1.12,1.17,2.6,2.7,2.49,2.75
Manchester City,Nottingham,6,0,True,False,0.1,0.12,10.88,12.0,24.84,33.0
Bournemouth,Wolves,0,0,False,False,2.3,2.4,2.27,2.44,1.34,1.43
Arsenal,Aston Villa,2,1,True,False,0.55,0.59,3.44,3.6,4.95,5.27
West Ham,Tottenham,1,1,False,False,2.31,2.76,2.57,2.72,1.18,1.3
Liverpool,Newcastle,2,1,True,False,0.29,0.36,5.22,5.8,9.19,10.5
Leicester,Manchester Utd,0,1,False,True,2.26,2.56,2.77,2.88,1.17,1.25
Everton,Liverpool,0,0,False,False,6.66,7.28,4.17,4.4,0.4,0.44
Wolves,Southampton,1,0,True,False,1.15,1.2,2.45,2.58,2.49,2.75
Tottenham,Fulham,2,1,True,False,0.53,0.55,3.56,3.75,5.2,5.63
Nottingham,Bournemouth,2,3,False,True,1.2,1.3,2.35,2.46,2.51,2.76
Newcastle,Crystal Palace,0,0,False,False,1.1,1.15,2.43,2.53,2.74,3.23
Chelsea,West Ham,2,1,True,False,0.67,0.72,3.04,3.2,4.33,5.06
Brentford,Leeds,5,2,True,False,1.14,1.17,2.58,2.72,2.44,2.55
Aston Villa,Manchester City,1,1,False,False,8.0,9.5,4.83,5.25,0.34,0.35
Brighton,Leicester,5,2,True,False,0.91,1.01,2.58,2.69,3.3,3.69
Manchester Utd,Arsenal,3,1,True,False,1.69,1.75,2.51,2.65,1.66,1.75
Nottingham,Fulham,2,3,False,True,1.8,1.94,2.38,2.49,1.58,1.65
Aston Villa,Southampton,1,0,True,False,1.08,1.14,2.54,2.65,2.66,2.9
Wolves,Manchester City,0,3,False,True,7.98,9.0,4.58,4.9,0.34,0.36
Newcastle,Bournemouth,1,1,False,False,0.43,0.45,3.79,4.01,6.79,7.5
Tottenham,Leicester,6,2,True,False,0.53,0.58,3.54,3.8,5.32,6.06
Brentford,Arsenal,0,3,False,True,3.52,3.96,2.88,3.1,0.79,0.85
Everton,West Ham,1,0,True,False,1.92,2.0,2.3,2.44,1.53,1.62
Arsenal,Tottenham,3,1,True,False,1.0,1.05,2.72,2.88,2.76,2.95
Southampton,Everton,1,2,False,True,1.32,1.38,2.32,2.46,2.26,2.45
Liverpool,Brighton,3,3,False,False,0.48,0.51,3.78,3.95,5.64,6.0
Fulham,Newcastle,1,4,False,True,1.94,2.08,2.44,2.55,1.47,1.55
Crystal Palace,Chelsea,1,2,False,True,3.8,3.9,2.76,2.92,0.77,0.81
Bournemouth,Brentford,0,0,False,False,2.2,2.36,2.49,2.66,1.27,1.3
West Ham,Wolves,2,0,True,False,1.04,1.09,2.38,2.46,2.97,3.21
Manchester City,Manchester Utd,6,3,True,False,0.45,0.48,4.37,4.6,5.53,6.01
Leeds,Aston Villa,0,0,False,False,1.41,1.59,2.41,2.55,2.05,2.2
Leicester,Nottingham,4,0,True,False,0.72,0.75,3.08,3.2,3.74,3.98
Newcastle,Brentford,5,1,True,False,0.68,0.71,3.01,3.3,4.14,4.4
Manchester City,Southampton,4,0,True,False,0.13,0.14,9.31,10.5,19.33,22.0
Chelsea,Wolves,3,0,True,False,0.51,0.53,3.34,3.6,5.99,7.04
Bournemouth,Leicester,2,1,True,False,2.31,2.48,2.52,2.64,1.22,1.28
Brighton,Tottenham,0,1,False,True,1.59,1.74,2.34,2.41,1.84,1.94
West Ham,Fulham,3,1,True,False,0.65,0.69,3.02,3.2,4.46,4.89
Crystal Palace,Leeds,2,1,True,False,1.06,1.09,2.58,2.66,2.65,2.83
Arsenal,Liverpool,3,2,True,False,1.54,1.63,2.76,2.86,1.68,1.76
Everton,Manchester Utd,1,2,False,True,2.62,2.96,2.6,2.8,1.08,1.22
Nottingham,Aston Villa,1,1,False,False,2.81,2.97,2.63,2.76,1.01,1.05
Brentford,Brighton,2,0,True,False,2.27,2.54,2.45,2.53,1.26,1.3
Leicester,Crystal Palace,0,0,False,False,1.39,1.49,2.48,2.58,2.01,2.1
Wolves,Nottingham,1,0,True,False,0.73,0.76,2.82,2.91,4.07,4.4
Fulham,Bournemouth,2,2,False,False,0.95,0.99,2.58,2.7,2.98,3.18
Tottenham,Everton,2,0,True,False,0.48,0.51,3.64,3.8,5.89,6.6
Southampton,West Ham,1,1,False,False,1.99,2.14,2.38,2.5,1.47,1.54
Manchester Utd,Newcastle,0,0,False,False,1.07,1.14,2.69,2.8,2.58,2.92
Leeds,Arsenal,0,1,False,True,4.19,4.73,3.26,3.5,0.64,0.7
Aston Villa,Chelsea,0,2,False,True,3.04,3.33,2.49,2.6,0.99,1.07
Liverpool,Manchester City,1,0,True,False,2.82,3.18,3.12,3.35,0.89,0.95
Brighton,Nottingham,0,0,False,False,0.39,0.43,4.04,4.26,7.25,8.0
Crystal Palace,Wolves,2,1,True,False,1.1,1.16,2.32,2.44,2.84,3.11
Newcastle,Everton,1,0,True,False,0.67,0.77,2.94,3.1,4.4,4.75
Liverpool,West Ham,1,0,True,False,0.43,0.45,4.06,4.25,6.32,7.5
Brentford,Chelsea,0,0,False,False,3.42,3.86,2.73,2.85,0.84,0.88
Bournemouth,Southampton,0,1,False,True,1.67,1.76,2.26,2.32,1.81,2.03
Manchester Utd,Tottenham,2,0,True,False,1.36,1.52,2.52,2.62,2.06,2.25
Fulham,Aston Villa,3,0,True,False,1.97,2.08,2.42,2.52,1.45,1.61
Leicester,Leeds,2,0,True,False,1.27,1.37,2.56,2.67,2.15,2.41
Nottingham,Liverpool,1,0,True,False,7.86,9.0,4.5,4.8,0.35,0.37
Manchester City,Brighton,3,1,True,False,0.24,0.25,5.73,6.25,11.95,13.0
Everton,Crystal Palace,3,0,True,False,1.52,1.65,2.16,2.24,2.06,2.18
Chelsea,Manchester Utd,1,1,False,False,1.14,1.19,2.6,2.69,2.47,2.68
Wolves,Leicester,0,4,False,True,1.36,1.41,2.36,2.44,2.18,2.4
Southampton,Arsenal,1,1,False,False,5.75,6.07,3.64,3.9,0.48,0.51
Leeds,Fulham,2,3,False,True,1.09,1.11,2.73,2.82,2.46,2.57
Aston Villa,Brentford,4,0,True,False,1.07,1.11,2.51,2.6,2.7,2.9
Tottenham,Newcastle,1,2,False,True,1.21,1.27,2.47,2.64,2.38,2.7
West Ham,Bournemouth,2,0,True,False,0.61,0.63,3.04,3.22,4.93,5.4
Leicester,Manchester City,0,1,False,True,6.58,7.3,4.1,4.35,0.41,0.45
Newcastle,Aston Villa,4,0,True,False,0.77,0.81,2.83,2.98,3.66,3.92
Crystal Palace,Southampton,1,0,True,False,1.07,1.15,2.46,2.6,2.82,3.21
Brighton,Chelsea,4,1,True,False,2.11,2.28,2.39,2.5,1.38,1.47
Brentford,Wolves,1,1,False,False,1.17,1.25,2.44,2.55,2.44,2.54
Bournemouth,Tottenham,2,3,False,True,4.07,4.46,2.76,3.01,0.75,0.81
Fulham,Everton,0,0,False,False,1.28,1.33,2.44,2.55,2.25,2.43
Liverpool,Leeds,1,2,False,True,0.24,0.31,6.0,6.5,10.7,12.25
Arsenal,Nottingham,5,0,True,False,0.23,0.25,5.68,6.4,12.33,15.0
Manchester Utd,West Ham,1,0,True,False,0.72,0.75,2.94,3.1,4.01,4.35
Wolves,Brighton,2,3,False,True,2.61,2.8,2.32,2.45,1.17,1.24
Nottingham,Brentford,2,2,False,False,1.65,1.78,2.21,2.34,1.88,1.98
Manchester City,Fulham,2,1,True,False,0.18,0.2,7.07,8.98,14.36,20.28
Leeds,Bournemouth,4,3,True,False,0.65,0.74,3.1,3.32,4.3,4.52
Everton,Leicester,0,2,False,True,1.51,1.6,2.35,2.45,1.95,2.15
Chelsea,Arsenal,0,1,False,True,1.76,1.93,2.41,2.49,1.64,1.75
West Ham,Crystal Palace,1,2,False,True,0.88,0.91,2.57,2.74,3.47,3.6
Southampton,Newcastle,1,4,False,True,3.43,3.66,2.74,2.85,0.84,0.89
Aston Villa,Manchester Utd,3,1,True,False,2.21,2.41,2.54,2.66,1.26,1.34
Tottenham,Liverpool,1,2,False,True,2.52,2.72,2.79,2.91,1.06,1.16
Manchester City,Brentford,1,2,False,True,0.15,0.16,7.74,8.8,17.92,20.0
Bournemouth,Everton,3,0,True,False,1.84,1.95,2.23,2.3,1.68,1.81
West Ham,Leicester,0,2,False,True,1.08,1.21,2.51,2.68,2.7,3.03
Tottenham,Leeds,4,3,True,False,0.63,0.65,3.33,3.45,4.23,4.75
Nottingham,Crystal Palace,1,0,True,False,2.33,2.4,2.2,2.4,1.36,1.44
Liverpool,Southampton,3,1,True,False,0.27,0.3,5.51,5.9,9.35,11.0
Newcastle,Chelsea,1,0,True,False,1.2,1.29,2.39,2.6,2.52,2.75
Wolves,Arsenal,0,2,False,True,5.43,6.16,3.15,3.3,0.56,0.58
Brighton,Aston Villa,1,2,False,True,0.75,0.82,2.77,2.88,3.97,4.6
Fulham,Manchester Utd,1,2,False,True,3.17,3.6,2.82,2.95,0.88,0.92
Brentford,Tottenham,2,2,False,False,2.48,2.72,2.68,2.8,1.1,1.2
Southampton,Brighton,1,3,False,True,2.65,2.83,2.49,2.6,1.1,1.15
Leicester,Newcastle,0,3,False,True,2.47,2.65,2.51,2.65,1.16,1.23
Everton,Wolves,1,2,False,True,1.51,1.58,2.23,2.35,2.05,2.28
Crystal Palace,Fulham,0,3,False,True,1.2,1.29,2.55,2.68,2.34,2.53
Aston Villa,Liverpool,1,3,False,True,3.81,4.0,3.04,3.25,0.72,0.76
Arsenal,West Ham,3,1,True,False,0.55,0.6,3.34,3.6,5.31,5.85
Chelsea,Bournemouth,2,0,True,False,0.36,0.38,4.36,4.5,7.92,8.87
Manchester Utd,Nottingham,3,0,True,False,0.35,0.37,4.51,4.76,8.05,8.5
Leeds,Manchester City,1,3,False,True,9.26,10.48,5.25,5.53,0.29,0.3
West Ham,Brentford,0,2,False,True,1.06,1.15,2.62,2.72,2.58,2.85
Liverpool,Leicester,2,1,True,False,0.26,0.28,5.47,6.2,10.89,12.25
Wolves,Manchester Utd,0,1,False,True,3.09,3.53,2.64,2.84,0.93,0.99
Newcastle,Leeds,0,0,False,False,0.46,0.49,3.77,3.9,6.08,6.7
Manchester City,Everton,1,1,False,False,0.15,0.17,7.63,8.8,18.17,21.0
Fulham,Southampton,2,1,True,False,0.85,0.91,2.8,2.9,3.35,3.67
Bournemouth,Crystal Palace,0,2,False,True,1.94,2.12,2.19,2.27,1.61,1.65
Brighton,Arsenal,2,4,False,True,3.32,3.78,2.71,2.98,0.87,0.95
Tottenham,Aston Villa,0,2,False,True,0.66,0.7,3.17,3.4,4.15,4.67
Nottingham,Chelsea,1,1,False,False,4.8,5.23,3.09,3.2,0.62,0.65
Brentford,Liverpool,3,1,True,False,5.17,5.68,3.55,3.7,0.53,0.56
Leicester,Fulham,0,1,False,True,1.36,1.4,2.6,2.7,1.98,2.19
Everton,Brighton,1,4,False,True,2.22,2.48,2.37,2.5,1.34,1.43
Arsenal,Newcastle,0,0,False,False,0.77,0.8,2.89,3.0,3.74,4.05
Manchester Utd,Bournemouth,3,0,True,False,0.27,0.29,5.17,5.5,10.51,11.25
Southampton,Nottingham,0,1,False,True,1.36,1.43,2.29,2.39,2.18,2.26
Leeds,West Ham,2,2,False,False,1.9,1.95,2.39,2.5,1.52,1.57
Crystal Palace,Tottenham,0,4,False,True,2.34,2.66,2.42,2.5,1.25,1.31
Aston Villa,Wolves,1,1,False,False,0.96,1.05,2.5,2.59,3.16,3.33
Chelsea,Manchester City,0,1,False,True,4.26,4.5,3.12,3.25,0.66,0.71
Fulham,Chelsea,2,1,True,False,3.04,3.35,2.44,2.5,1.02,1.05
Aston Villa,Leeds,2,1,True,False,1.03,1.06,2.59,2.8,2.79,2.89
Manchester Utd,Manchester City,2,1,True,False,2.99,3.18,2.94,3.1,0.89,0.95
Wolves,West Ham,1,0,True,False,1.51,1.62,2.21,2.4,2.06,2.21
Nottingham,Leicester,2,0,True,False,1.72,1.83,2.19,2.35,1.8,1.89
Everton,Southampton,1,2,False,True,1.38,1.44,2.24,2.45,2.25,2.38
Brighton,Liverpool,3,0,True,False,1.95,2.2,2.73,2.85,1.33,1.43
Brentford,Bournemouth,2,0,True,False,0.63,0.66,3.01,3.3,4.75,5.25
Newcastle,Fulham,1,0,True,False,0.49,0.56,3.6,3.75,5.82,6.33
Chelsea,Crystal Palace,1,0,True,False,0.88,0.93,2.46,2.65,3.68,3.97
Tottenham,Arsenal,0,2,False,True,2.4,2.67,2.49,2.6,1.2,1.26
Crystal Palace,Manchester Utd,1,1,False,False,4.35,4.89,2.94,3.03,0.68,0.73
